0.000000	0.000000	1.115110
0.000000	0.330694	0.848997
0.000000	0.661388	0.794635
0.000000	0.992082	0.483490
0.000000	1.322776	0.289804
0.000000	1.653470	-0.087425
0.000000	1.984164	-0.395201
0.000000	2.314858	-0.746106
0.000000	2.645552	-0.872005
0.000000	2.976246	-0.857385
0.000000	3.306940	-1.093592
0.000000	3.637634	-0.839871
0.000000	3.968328	-0.578802
0.000000	4.299022	-0.349418
0.000000	4.629716	-0.066346
0.000000	4.960410	0.201901
0.000000	5.291104	0.442802
0.000000	5.621798	0.679618
0.000000	5.952492	0.842636
0.000000	6.283186	0.957781
0.330694	0.000000	1.311338
0.330694	0.330694	1.304985
0.330694	0.661388	1.101391
0.330694	0.992082	0.873944
0.330694	1.322776	0.551175
0.330694	1.653470	0.387777
0.330694	1.984164	0.051055
0.330694	2.314858	-0.220126
0.330694	2.645552	-0.647154
0.330694	2.976246	-0.551835
0.330694	3.306940	-0.669668
0.330694	3.637634	-0.726336
0.330694	3.968328	-0.433628
0.330694	4.299022	0.008238
0.330694	4.629716	0.274663
0.330694	4.960410	0.739977
0.330694	5.291104	0.896301
0.330694	5.621798	0.998669
0.330694	5.952492	1.199072
0.330694	6.283186	1.382397
0.661388	0.000000	1.663458
0.661388	0.330694	1.429666
0.661388	0.661388	1.566584
0.661388	0.992082	1.116108
0.661388	1.322776	0.860372
0.661388	1.653470	0.472528
0.661388	1.984164	0.313513
0.661388	2.314858	-0.039497
0.661388	2.645552	-0.294333
0.661388	2.976246	-0.396056
0.661388	3.306940	-0.430647
0.661388	3.637634	-0.317701
0.661388	3.968328	-0.170953
0.661388	4.299022	0.127042
0.661388	4.629716	0.596748
0.661388	4.960410	0.677997
0.661388	5.291104	1.114741
0.661388	5.621798	1.374748
0.661388	5.952492	1.303256
0.661388	6.283186	1.514101
0.992082	0.000000	1.937328
0.992082	0.330694	1.621455
0.992082	0.661388	1.665717
0.992082	0.992082	1.340467
0.992082	1.322776	1.179750
0.992082	1.653470	0.857340
0.992082	1.984164	0.530880
0.992082	2.314858	0.121519
0.992082	2.645552	-0.004836
0.992082	2.976246	-0.097744
0.992082	3.306940	-0.169459
0.992082	3.637634	-0.027347
0.992082	3.968328	0.158988
0.992082	4.299022	0.586317
0.992082	4.629716	0.803267
0.992082	4.960410	1.032258
0.992082	5.291104	1.478286
0.992082	5.621798	1.278224
0.992082	5.952492	1.799653
0.992082	6.283186	1.658391
1.322776	0.000000	1.852792
1.322776	0.330694	2.030553
1.322776	0.661388	1.854777
1.322776	0.992082	1.471901
1.322776	1.322776	1.174038
1.322776	1.653470	1.021194
1.322776	1.984164	0.317668
1.322776	2.314858	0.441664
1.322776	2.645552	-0.130002
1.322776	2.976246	0.131424
1.322776	3.306940	0.057605
1.322776	3.637634	0.095428
1.322776	3.968328	0.343010
1.322776	4.299022	0.556626
1.322776	4.629716	0.850579
1.322776	4.960410	1.111107
1.322776	5.291104	1.530795
1.322776	5.621798	1.761704
1.322776	5.952492	1.894484
1.322776	6.283186	2.071433
1.653470	0.000000	1.922034
1.653470	0.330694	1.955560
1.653470	0.661388	1.671312
1.653470	0.992082	1.592897
1.653470	1.322776	1.175763
1.653470	1.653470	0.809879
1.653470	1.984164	0.480428
1.653470	2.314858	0.453861
1.653470	2.645552	0.130862
1.653470	2.976246	-0.140470
1.653470	3.306940	-0.090520
1.653470	3.637634	0.409659
1.653470	3.968328	0.310228
1.653470	4.299022	0.583582
1.653470	4.629716	1.083397
1.653470	4.960410	1.200620
1.653470	5.291104	1.627544
1.653470	5.621798	1.703798
1.653470	5.952492	1.860700
1.653470	6.283186	1.990747
1.984164	0.000000	1.857695
1.984164	0.330694	1.897393
1.984164	0.661388	1.806315
1.984164	0.992082	1.515666
1.984164	1.322776	1.230654
1.984164	1.653470	0.863156
1.984164	1.984164	0.690218
1.984164	2.314858	0.194951
1.984164	2.645552	-0.077825
1.984164	2.976246	-0.011473
1.984164	3.306940	-0.051208
1.984164	3.637634	0.127313
1.984164	3.968328	0.102691
1.984164	4.299022	0.713446
1.984164	4.629716	0.781461
1.984164	4.960410	1.117743
1.984164	5.291104	1.456354
1.984164	5.621798	1.696567
1.984164	5.952492	1.801031
1.984164	6.283186	1.964637
2.314858	0.000000	1.730859
2.314858	0.330694	1.786420
2.314858	0.661388	1.350581
2.314858	0.992082	1.414615
2.314858	1.322776	1.057492
2.314858	1.653470	0.752605
2.314858	1.984164	0.248999
2.314858	2.314858	0.065540
2.314858	2.645552	-0.027924
2.314858	2.976246	-0.072800
2.314858	3.306940	-0.239822
2.314858	3.637634	-0.159507
2.314858	3.968328	0.008793
2.314858	4.299022	0.521745
2.314858	4.629716	0.685901
2.314858	4.960410	0.968147
2.314858	5.291104	1.125465
2.314858	5.621798	1.498207
2.314858	5.952492	1.608765
2.314858	6.283186	1.761083
2.645552	0.000000	1.339107
2.645552	0.330694	1.320551
2.645552	0.661388	1.131712
